"CertificateOfOrigin","EUCitizen","Perishable","Fragile","Volume","PreDeclared","MultiplePackage","Category","OnlineDeclaration","ExporterValidation","SecuredDelivery","LithiumBatteries","ExpressDelivery","EntryPoint","Origin","PaperlessBilling","PaymentMethod","Weight","Price","Inspection","packageID"
"No",0,"No","No",4,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",70.15,194.2,"No","6077-BDPXA"
"No",0,"No","Yes",10,"Yes","No","Clothing","No","No","No","Yes","Yes","Brussels","China","Yes","Credit card (automatic)",69.4,571.45,"No","0013-MHZWF"
"No",0,"No","No",2,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",80.25,80.25,"Yes","5494-HECPR"
"Yes",0,"Yes","No",57,"Yes","Yes","Electronics","Yes","Yes","Yes","No","No","Antwerp","US","Yes","Electronic check",93.15,5253.95,"No","8268-YDIXR"
"Yes",0,"Yes","Yes",18,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",69,1149.65,"Yes","9824-BEMCV"
"No",0,"Yes","Yes",12,"Yes","Yes","Clothing","No","No","No","Yes","No","Brussels","China","Yes","Electronic check",66.35,740.8,"Yes","1373-ORVIZ"
"Yes",0,"No","No",8,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",69.55,521.35,"No","4291-SHSBH"
"No",0,"Yes","Yes",70,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",20.2,1412.65,"No","6980-IMXXE"
"Yes",0,"No","No",20,"Yes","Yes","Electronics","No","No","No","No","No","Brussels","China","Yes","Bank transfer (automatic)",86,1532.45,"Yes","9866-QEVEE"
"No",0,"Yes","Yes",4,"Yes","No","Electronics","No","No","No","No","No","Brussels","China","Yes","Electronic check",80.3,250.05,"Yes","9897-KXHCM"
"Yes",0,"Yes","Yes",55,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",20.4,1090.6,"No","0040-HALCW"
"Yes",0,"Yes","No",63,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Credit card (automatic)",23.75,1446.8,"No","0784-GTUUK"
"Yes",0,"No","No",25,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Antwerp","China","Yes","Credit card (automatic)",90.55,2282.55,"Yes","7979-CORPM"
"No",0,"Yes","Yes",63,"Yes","Yes","Clothing","No","No","No","No","Yes","Brussels","China","Yes","Credit card (automatic)",70.45,4300.45,"No","2294-DMMUS"
"Yes",0,"No","No",18,"Yes","Yes","Clothing","Yes","No","No","No","No","Brussels","China","No","Bank transfer (automatic)",65.75,1111.2,"No","0872-JCPIB"
"Yes",0,"No","No",10,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","Yes","Mailed check",24.6,190.1,"No","3055-MJDSB"
"Yes",0,"Yes","Yes",65,"Yes","No","Clothing","Yes","No","Yes","Yes","Yes","Antwerp","Africa","No","Mailed check",69.25,4447.75,"No","9091-WTUUY"
"No",0,"No","No",3,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",75.9,143.35,"Yes","1618-CFHME"
"Yes",0,"Yes","Yes",2,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Mailed check",45.85,45.85,"Yes","3165-HDOEW"
"No",0,"Yes","No",17,"No",NA,"Clothing","No","No","No","Yes","Yes","Brussels","China","Yes","Electronic check",49.95,810.2,"Yes","6581-NQCBA"
"No",0,"Yes","No",73,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",24.65,1830.05,"No","7115-IRDHS"
"Yes",0,"No","No",31,"Yes","Yes","Electronics","Yes","Yes","Yes","No","No","Antwerp","US","No","Bank transfer (automatic)",90.4,2820.65,"No","8496-DMZUK"
"No",0,"Yes","No",50,"Yes","Yes","Electronics","Yes","No","No","No","Yes","Brussels","China","Yes","Mailed check",100.85,4847.35,"No","2040-VZIKE"
"Yes",0,"Yes","No",62,"Yes","Yes","Clothing","Yes","No","Yes","Yes","No","Brussels","Africa","No","Credit card (automatic)",75.35,4729.3,"No","9068-VPWQQ"
"Yes",0,"Yes","Yes",48,"Yes","Yes","Electronics","No","Yes","No","No","Yes","Antwerp","China","No","Electronic check",87.2,4017.45,"No","0178-SZBHO"
"Yes",0,"No","No",21,"Yes","No","Clothing","Yes","No","Yes","No","No","Brussels","China","No","Credit card (automatic)",64.4,1398.6,"No","0384-RVBPI"
"Yes",0,"Yes","Yes",35,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","No","Electronic check",78.3,2564.3,"Yes","1689-MRZQR"
"No",0,"Yes","Yes",71,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",24.7,1685.9,"No","1299-AURJA"
"Yes",0,"No","Yes",55,"Yes","No","Electronics","Yes","Yes","No","Yes","Yes","Brussels","US","Yes","Electronic check",105.85,5826.65,"No","4525-VZCZG"
"Yes",1,"Yes","No",62,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Antwerp","US","Yes","Mailed check",98.3,6066.55,"No","1543-LLLFT"
"Yes",0,"No","No",4,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",76.95,228.4,"Yes","5835-BEQEU"
"Yes",0,"No","No",14,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","No","Mailed check",19.45,270.2,"No","2788-CJQAQ"
"No",1,"No","No",17,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",96.15,1529.2,"Yes","5565-FILXA"
"No",0,"Yes","Yes",4,"Yes","No","Clothing","No","Yes","No","No","Yes","Antwerp","China","Yes","Credit card (automatic)",58.7,168.6,"No","0319-QZTCO"
"Yes",0,"No","No",26,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Mailed check",20.15,536.35,"No","2120-SMPEX"
"Yes",0,"No","No",31,"Yes","Yes","Clothing","Yes","No","No","No","No","Brussels","China","Yes","Mailed check",64.5,1888.45,"No","0096-FCPUF"
"No",0,"Yes","No",22,"No",NA,"Clothing","Yes","No","No","No","No","Antwerp","China","No","Electronic check",28.5,629.35,"No","0668-OGMHD"
"Yes",0,"No","No",2,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","No","Electronic check",45.3,45.3,"Yes","5552-ZNFSJ"
"No",0,"No","No",16,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Bank transfer (automatic)",19.4,289.3,"Yes","2223-KAGMX"
"Yes",1,"Yes","No",24,"Yes","No","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",90.45,2117.25,"No","6507-ZJSUR"
"No",0,"Yes","Yes",46,"Yes","Yes","Electronics","Yes","Yes","No","No","Yes","Brussels","China","Yes","Electronic check",105.15,4730.9,"No","9408-HRXRK"
"No",0,"Yes","Yes",25,"Yes","Yes","Electronics","No","Yes","Yes","No","No","Antwerp","US","No","Bank transfer (automatic)",83.15,2033.05,"No","5593-SUAOO"
"No",0,"No","No",12,"Yes","Yes","Electronics","No","No","No","Yes","Yes","Antwerp","China","No","Electronic check",90.15,987.95,"Yes","7321-PKUYW"
"Yes",0,"No","No",2,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","No","Mailed check",45.05,45.05,"Yes","2833-SLKDQ"
"No",0,"Yes","No",57,"Yes","Yes","Electronics","No","No","Yes","Yes","Yes","Brussels","Africa","No","Bank transfer (automatic)",103.2,5744.35,"No","6766-HFKLA"
"No",0,"No","No",2,"Yes","No","Electronics","No","Yes","No","No","No","Antwerp","China","No","Electronic check",75.8,75.8,"Yes","7595-EUIVN"
"Yes",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Electronic check",19.45,19.45,"No","7617-EYGLW"
"No",0,"No","No",8,"Yes","No","Electronics","No","No","No","No","No","Brussels","China","Yes","Electronic check",79.3,523.15,"Yes","2026-TGDHM"
"No",1,"Yes","No",56,"Yes","No","Electronics","No","No","Yes","Yes","Yes","Antwerp","Africa","No","Credit card (automatic)",88.8,4805.3,"No","9220-ZNKJI"
"No",0,"No","No",3,"No",NA,"Clothing","No","No","No","Yes","No","Antwerp","China","Yes","Electronic check",30.9,59.05,"Yes","4030-VPZBD"
"No",0,"Yes","Yes",73,"Yes","Yes","Clothing","Yes","No","Yes","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",85.9,6110.75,"No","2226-ICFDO"
"No",1,"No","No",46,"No",NA,"Clothing","No","No","No","No","No","Brussels","US","No","Electronic check",34.2,1596.6,"No","0723-VSOBE"
"No",0,"No","No",48,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",20.15,1046.2,"No","5529-GIBVH"
"No",1,"No","No",47,"Yes","No","Electronics","No","Yes","No","No","Yes","Brussels","US","No","Credit card (automatic)",95.25,4424.2,"Yes","4187-CINZD"
"Yes",0,"No","No",3,"Yes","No","Clothing","No","Yes","No","No","No","Antwerp","China","Yes","Mailed check",50.3,92.75,"No","9992-UJOEL"
"No",0,"Yes","No",3,"Yes","No","Electronics","Yes","No","No","Yes","No","Antwerp","China","Yes","Electronic check",80.15,194.55,"No","4741-WWJQZ"
"No",0,"Yes","No",13,"Yes","No","Clothing","No","Yes","No","No","No","Antwerp","China","Yes","Electronic check",51.25,612.1,"No","6625-UTXEW"
"No",1,"Yes","No",69,"Yes","Yes","Electronics","No","Yes","No","No","No","Brussels","China","Yes","Bank transfer (automatic)",89.6,6127.6,"Yes","6818-WOBHJ"
"Yes",0,"Yes","Yes",70,"Yes","No","Electronics","No","No","No","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",95.2,6671.7,"No","6244-BESBM"
"Yes",1,"No","Yes",57,"Yes","No","Electronics","Yes","No","No","No","Yes","Brussels","US","No","Credit card (automatic)",94.8,5264.3,"No","1004-NOZNR"
"No",1,"No","No",5,"Yes","Yes","Electronics","Yes","No","No","No","No","Antwerp","China","Yes","Electronic check",80.25,303.7,"No","1251-STYSZ"
"Yes",0,"Yes","No",65,"Yes","Yes","Clothing","No","Yes","Yes","Yes","Yes","Antwerp","Africa","Yes","Bank transfer (automatic)",76.1,4818.8,"No","2612-PHGOX"
"Yes",0,"Yes","No",60,"Yes","Yes","Electronics","Yes","Yes","Yes","No","Yes","Brussels","US","Yes","Electronic check",110.15,6448.05,"Yes","2408-TZMJL"
"Yes",0,"Yes","Yes",63,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","No","Bank transfer (automatic)",115.55,7159.05,"No","8480-PPONV"
"Yes",0,"Yes","Yes",64,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",24.65,1574.5,"No","8780-IHCRN"
"No",0,"No","No",54,"No",NA,"Clothing","Yes","Yes","Yes","Yes","Yes","Antwerp","US","Yes","Electronic check",53.6,2879.2,"No","4598-ZADCK"
"Yes",0,"Yes","Yes",6,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",19.45,86.05,"No","1257-SXUXQ"
"Yes",1,"Yes","No",50,"Yes","Yes","Electronics","Yes","Yes","Yes","No","No","Antwerp","China","Yes","Electronic check",88.2,4159.45,"No","9681-KYGYB"
"No",0,"Yes","Yes",63,"Yes","Yes","Electronics","Yes","No","No","No","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",101.15,6638.35,"No","7182-OVLBJ"
"No",0,"Yes","No",56,"Yes","No","Clothing","Yes","Yes","No","Yes","No","Antwerp","Africa","No","Mailed check",56.8,3112.05,"No","5095-ETBRJ"
"No",1,"Yes","No",72,"Yes","No","Electronics","Yes","Yes","Yes","Yes","Yes","Antwerp","Africa","Yes","Electronic check",99.4,7168.25,"No","7005-CYUIL"
"No",0,"Yes","Yes",73,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Credit card (automatic)",20.1,1326.25,"No","4821-WQOYN"
"Yes",0,"Yes","Yes",37,"No",NA,"Clothing","Yes","No","Yes","Yes","Yes","Brussels","US","No","Credit card (automatic)",60.7,2234.55,"No","4730-AWNAU"
"Yes",0,"Yes","No",26,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Bank transfer (automatic)",20.95,495.15,"No","3452-FLHYD"
"No",1,"Yes","No",73,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",114.85,8317.95,"No","2388-LAESQ"
"No",0,"No","No",37,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","US","Yes","Bank transfer (automatic)",19.25,679.8,"No","9531-NSBMR"
"Yes",0,"No","No",2,"Yes","No","Clothing","No","No","No","No","Yes","Brussels","China","Yes","Mailed check",62.8,62.8,"No","6260-ONULR"
"No",0,"Yes","No",73,"Yes","Yes","Electronics","Yes","No","Yes","No","Yes","Brussels","Africa","Yes","Electronic check",105.5,7544,"No","4389-UEFCZ"
"Yes",0,"Yes","Yes",60,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",19.85,1188.25,"No","8711-LOBKY"
"Yes",1,"Yes","No",8,"Yes","No","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",89.5,676.7,"Yes","9134-CEQMF"
"No",0,"No","No",2,"Yes","No","Clothing","No","No","Yes","Yes","Yes","Brussels","US","No","Credit card (automatic)",74.1,74.1,"No","8985-OOPOS"
"No",0,"Yes","Yes",31,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","China","Yes","Electronic check",107.5,3242.5,"No","8800-ZKRFW"
"Yes",0,"No","No",65,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",19.55,1240.15,"No","2616-FLVQC"
"Yes",0,"No","No",64,"Yes","Yes","Clothing","Yes","Yes","Yes","Yes","No","Antwerp","US","No","Bank transfer (automatic)",68.8,4111.35,"No","9968-FFVVH"
"Yes",1,"Yes","No",73,"Yes","Yes","Clothing","Yes","Yes","Yes","No","Yes","Brussels","Africa","No","Credit card (automatic)",84.45,5899.85,"No","3108-PCCGG"
"Yes",0,"Yes","No",9,"Yes","No","Electronics","Yes","No","No","No","No","Antwerp","China","No","Electronic check",75,632.95,"Yes","7993-PYKOF"
"No",0,"No","No",63,"Yes","Yes","Clothing","No","Yes","Yes","Yes","Yes","Brussels","Africa","No","Bank transfer (automatic)",84.5,5193.2,"No","8390-FESFV"
"Yes",0,"Yes","Yes",68,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",111.2,7530.8,"No","3022-BEXHZ"
"Yes",0,"No","No",7,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","No","Electronic check",44.75,270.95,"Yes","5027-XWQHA"
"No",0,"Yes","Yes",71,"Yes","Yes","Clothing","Yes","No","No","Yes","Yes","Brussels","Africa","Yes","Bank transfer (automatic)",80.6,5460.2,"No","6248-TKCQV"
"No",1,"No","No",21,"Yes","No","Electronics","No","No","No","No","Yes","Antwerp","China","No","Bank transfer (automatic)",80.7,1614.2,"No","6729-GDNGC"
"No",0,"No","No",6,"Yes","Yes","Electronics","No","No","No","No","No","Antwerp","China","No","Electronic check",75.6,402.5,"No","6198-ZFIOJ"
"No",0,"Yes","Yes",25,"No",NA,"Clothing","Yes","Yes","Yes","No","Yes","Brussels","US","No","Electronic check",57.6,1367.75,"No","5989-OMNJE"
"No",0,"Yes","No",12,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Electronic check",44.05,483.7,"Yes","4566-QVRRW"
"Yes",0,"Yes","No",73,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","Africa","Yes","Credit card (automatic)",110.6,7962.2,"No","1291-CUOCY"
"No",0,"Yes","Yes",67,"Yes","No","Clothing","Yes","Yes","No","Yes","No","Antwerp","Africa","Yes","Credit card (automatic)",58.2,3810.8,"No","9795-SHUHB"
"No",0,"Yes","Yes",46,"Yes","No","Clothing","Yes","No","Yes","Yes","Yes","Brussels","Africa","Yes","Mailed check",81,3533.6,"No","3230-IUALN"
"No",0,"Yes","Yes",70,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",19.7,1396.9,"No","0042-RLHYP"
"Yes",1,"Yes","No",16,"Yes","Yes","Electronics","No","No","No","No","No","Brussels","China","Yes","Bank transfer (automatic)",85.6,1345.55,"Yes","8519-IMDHU"
"No",0,"No","No",29,"Yes","No","Clothing","No","No","Yes","No","Yes","Antwerp","China","Yes","Bank transfer (automatic)",59.55,1646.45,"No","4945-RVMTE"
"No",0,"No","No",71,"Yes","Yes","Electronics","Yes","Yes","Yes","Yes","Yes","Brussels","US","No","Credit card (automatic)",115.55,8127.6,"Yes","0201-OAMXR"
"No",0,"No","No",37,"Yes","No","Clothing","Yes","Yes","Yes","Yes","No","Brussels","US","Yes","Mailed check",75.55,2680.15,"No","1866-NXPSP"
"Yes",1,"No","No",17,"Yes","Yes","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",86.6,1281,"Yes","3372-KWFBM"
"No",0,"No","No",19,"Yes","Yes","Electronics","No","No","No","No","Yes","Antwerp","China","Yes","Electronic check",85.2,1553.9,"Yes","7831-QGOXH"
"No",0,"Yes","No",35,"Yes","Yes","Electronics","No","No","No","No","Yes","Brussels","China","Yes","Electronic check",97.65,3207.55,"Yes","6393-WRYZE"
"Yes",0,"Yes","Yes",43,"No",NA,"Clothing","No","Yes","Yes","No","No","Brussels","US","Yes","Credit card (automatic)",45.1,2049.05,"No","3941-XTSKM"
"Yes",0,"No","No",49,"Yes","Yes","Clothing","Yes","No","No","Yes","No","Brussels","US","Yes","Bank transfer (automatic)",70.95,3629.2,"No","1661-CZBAU"
"Yes",0,"Yes","No",48,"Yes","Yes","Electronics","No","Yes","Yes","Yes","Yes","Brussels","China","Yes","Electronic check",109.55,5124.55,"Yes","6599-RCLCJ"
"No",0,"Yes","Yes",40,"Yes","Yes","Electronics","No","Yes","Yes","Yes","No","Antwerp","US","Yes","Electronic check",89.55,3474.45,"Yes","9831-BPFRI"
"No",0,"Yes","Yes",12,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Credit card (automatic)",20.9,202.3,"No","5158-RIVOP"
"Yes",0,"No","No",8,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Mailed check",19.95,147.5,"No","9788-YTFGE"
"No",0,"No","No",4,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",24.6,86.35,"No","9277-JOOMO"
"Yes",0,"No","No",9,"Yes","No","Clothing","Yes","No","Yes","No","No","Brussels","China","Yes","Electronic check",66.7,579,"No","1907-YLNYW"
"Yes",0,"No","Yes",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Mailed check",19.45,19.45,"Yes","1725-MIMXW"
"Yes",0,"Yes","Yes",33,"Yes","No","Electronics","Yes","Yes","Yes","No","No","Brussels","US","No","Mailed check",94.8,3131.55,"No","8947-YRTDV"
"Yes",0,"Yes","Yes",61,"Yes","No","Clothing","Yes","Yes","Yes","Yes","No","Antwerp","US","Yes","Bank transfer (automatic)",65.85,3928.3,"No","3161-ONRWK"
"No",0,"Yes","No",11,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","Yes","Bank transfer (automatic)",19.95,187.75,"No","0114-RSRRW"
"No",0,"Yes","No",72,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Bank transfer (automatic)",24.65,1710.15,"No","4565-NLZBV"
"No",0,"Yes","Yes",5,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.35,76.35,"Yes","0031-PVLZI"
"No",1,"No","No",2,"Yes","No","Electronics","No","No","No","No","No","Antwerp","China","Yes","Electronic check",69.25,69.25,"Yes","7206-GZCDC"
"No",0,"Yes","Yes",44,"No",NA,"Clothing","Yes","Yes","No","Yes","Yes","Antwerp","US","Yes","Bank transfer (automatic)",51.25,2151.6,"No","6682-VCIXC"
"Yes",0,"Yes","No",60,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","US","Yes","Bank transfer (automatic)",99.5,5961.1,"Yes","4791-QRGMF"
"No",0,"Yes","No",24,"Yes","No","Clothing","No","No","Yes","Yes","No","Antwerp","China","No","Electronic check",54.25,1221.55,"No","6475-VHUIZ"
"No",0,"No","No",73,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","Yes","Bank transfer (automatic)",21.15,1419.4,"No","2569-WGERO"
"No",0,"Yes","No",73,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",19.4,1496.45,"No","3910-MRQOY"
"Yes",0,"Yes","No",23,"Yes","No","Clothing","Yes","No","No","Yes","No","Antwerp","US","Yes","Credit card (automatic)",56.25,1292.2,"No","0661-WCQNQ"
"No",0,"No","No",2,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","Yes","Mailed check",25.15,25.15,"No","7537-RBWEA"
"Yes",0,"No","No",70,"Yes","Yes","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",23.95,1713.1,"No","4656-CAURT"
"Yes",0,"No","No",51,"No",NA,"Clothing","Yes","No","No","Yes","No","Antwerp","US","Yes","Mailed check",35.4,1748.9,"No","0121-SNYRK"
"No",1,"No","No",2,"No",NA,"Clothing","No","No","No","No","No","Antwerp","China","Yes","Electronic check",25.2,25.2,"Yes","1768-ZAIFU"
"Yes",0,"No","No",3,"Yes","No","Clothing","No","No","No","No","No","Antwerp","China","Yes","Mailed check",45,96.45,"Yes","4671-LXRDQ"
"No",0,"Yes","No",16,"Yes","No","Electronics","No","Yes","No","No","No","Antwerp","China","No","Bank transfer (automatic)",75.35,1114.55,"No","3733-LSYCE"
"Yes",0,"No","No",32,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Bank transfer (automatic)",20.4,609.1,"No","6265-FRMTQ"
"Yes",0,"No","No",2,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.15,20.15,"Yes","1934-SJVJK"
"Yes",0,"Yes","No",67,"Yes","Yes","Electronics","No","Yes","Yes","No","Yes","Brussels","China","Yes","Credit card (automatic)",105,7133.25,"Yes","3838-OZURD"
"No",0,"Yes","Yes",1,"No",NA,"Clothing","Yes","Yes","Yes","Yes","Yes","Antwerp","Africa","No","Credit card (automatic)",56.05,NA,"No","1371-DWPAZ"
"Yes",0,"No","Yes",4,"Yes","No","Clothing","No","No","No","No","Yes","Antwerp","China","Yes","Credit card (automatic)",54.7,169.45,"Yes","9269-CQOOL"
"No",0,"No","No",9,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","Africa","No","Mailed check",20,141.6,"No","2017-CCBLH"
"Yes",0,"Yes","Yes",65,"Yes","No","Clothing","Yes","No","Yes","No","Yes","Brussels","US","Yes","Credit card (automatic)",73.05,4688.65,"No","7690-KPNCU"
"No",0,"Yes","No",29,"Yes","No","Other",NA,NA,NA,NA,NA,"Other","China","No","Mailed check",20.5,563.05,"No","0536-BGFMZ"
"No",0,"Yes","No",58,"Yes","Yes","Electronics","No","No","Yes","No","Yes","Brussels","US","Yes","Credit card (automatic)",100.75,5985,"No","2293-IJWPS"
"No",0,"Yes","Yes",15,"Yes","Yes","Electronics","No","No","Yes","No","No","Brussels","China","Yes","Electronic check",87.25,1258.6,"Yes","2845-HSJCY"
